"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.273,0.005,-0.01,0.4099,0.0034849,0
0.179,0.005,0.01,0.64011,0.0074505,0
0.18,0.005,0.01,0.69258,0.0051862,0
0.181,0.005,0.01,0.74782,0.00044016,0
0.182,0.005,0.01,0.70695,-0.0059584,0
0.183,0.005,0.01,0.55043,-0.011314,0
0.184,0.005,0.01,0.44119,-0.0096665,0
0.185,0.005,0.01,0.48244,-0.0057191,0
0.186,0.005,0.01,0.3964,-0.0028317,0
0.187,0.005,0.01,0.033967,0.0064846,0
0.188,0.005,0.01,0.091506,0.017731,0
0.189,0.005,0.01,0.45837,0.014905,0
0.19,0.005,0.01,0.53597,0.0034907,0
0.191,0.005,0.01,0.50773,-0.0018363,0
0.192,0.005,0.01,0.42582,-0.0030313,0
0.193,0.005,0.01,0.34456,-0.0015363,0
0.194,0.005,0.01,0.28792,0.0026026,0
0.195,0.005,0.01,0.26029,0.0055622,0
0.196,0.005,0.01,0.26965,0.0056387,0
0.197,0.005,0.01,0.27359,0.0012694,0
0.198,0.005,0.01,0.19313,-0.0042702,0
0.199,0.005,0.01,-0.057229,-0.012438,0
0.2,0.005,0.01,-0.51406,-0.020839,0
0.201,0.005,0.01,-0.7877,-0.018185,0
0.202,0.005,0.01,-0.35468,-0.0060887,0
0.203,0.005,0.01,0.40846,-0.00041214,0
0.204,0.005,0.01,0.71413,-0.0055293,0
0.205,0.005,0.01,0.48273,-0.007469,0
0.206,0.005,0.01,0.10165,-0.0006403,0
0.207,0.005,0.01,-0.095392,0.0063911,0
0.208,0.005,0.01,-0.083526,0.0068423,0
0.209,0.005,0.01,0.010903,0.0062529,0
0.21,0.005,0.01,0.12575,0.005564,0
0.211,0.005,0.01,0.20778,0.0039691,0
0.212,0.005,0.01,0.27954,0.0048777,0
0.213,0.005,0.01,0.36952,0.0058884,0
0.214,0.005,0.01,0.47767,0.0053531,0
0.215,0.005,0.01,0.60744,0.0035159,0
0.216,0.005,0.01,0.67136,-0.0032539,0
0.217,0.005,0.01,0.31263,-0.017052,0
0.218,0.005,0.01,-0.40353,-0.020853,0
0.219,0.005,0.01,-0.64517,0.0034345,0
0.22,0.005,0.01,-0.11675,0.026028,0
0.221,0.005,0.01,0.54081,0.023507,0
0.222,0.005,0.01,1.0711,0.008208,0
0.223,0.005,0.01,0.58473,-0.036397,0
0.224,0.005,0.01,-1.1939,-0.060109,0
0.225,0.005,0.01,-2.0574,-0.013013,0
0.226,0.005,0.01,-1.2702,0.036662,0
0.227,0.005,0.01,0.10183,0.035993,0
0.228,0.005,0.01,0.87415,0.0104,0
0.229,0.005,0.01,0.82445,-0.0012112,0
0.23,0.005,0.01,0.6303,0.002962,0
0.231,0.005,0.01,0.51776,0.0087808,0
0.232,0.005,0.01,0.5129,0.0071803,0
0.233,0.005,0.01,0.50158,0.0017259,0
0.234,0.005,0.01,0.46343,-0.003569,0
0.235,0.005,0.01,0.4082,-0.0066623,0
0.236,0.005,0.01,0.32891,-0.0068415,0
0.237,0.005,0.01,0.18799,-0.007565,0
0.238,0.005,0.01,-0.013604,-0.0067305,0
0.239,0.005,0.01,0.013706,0.00032237,0
0.24,0.005,0.01,0.30686,0.0086132,0
0.241,0.005,0.01,0.54469,0.0098093,0
0.242,0.005,0.01,0.616,0.005419,0
0.243,0.005,0.01,0.57412,0.0017448,0
0.244,0.005,0.01,0.58935,-0.00024289,0
0.245,0.005,0.01,0.58053,-0.013019,0
0.246,0.005,0.01,-0.11375,-0.033209,0
0.247,0.005,0.01,-0.95453,-0.027431,0
0.248,0.005,0.01,-0.92781,0.0034016,0
0.249,0.005,0.01,-0.057303,0.021567,0
0.25,0.005,0.01,0.67367,0.01251,0
0.251,0.005,0.01,0.76851,0.0020329,0
0.252,0.005,0.01,0.72351,0.0023086,0
0.253,0.005,0.01,0.62232,0.002469,0
0.254,0.005,0.01,0.53357,0.0021897,0
0.255,0.005,0.01,0.47575,0.0025728,0
0.256,0.005,0.01,0.45028,0.0028263,0
0.257,0.005,0.01,0.42202,-0.00050618,0
0.258,0.005,0.01,0.24088,-0.008134,0
0.259,0.005,0.01,-0.15126,-0.01303,0
0.26,0.005,0.01,-0.48376,-0.0089271,0
0.261,0.005,0.01,-0.55855,-0.0017154,0
0.262,0.005,0.01,-0.43396,0.002152,0
0.263,0.005,0.01,-0.2138,0.0033985,0
0.264,0.005,0.01,0.0087148,0.0040512,0
0.265,0.005,0.01,0.17192,0.0046422,0
0.266,0.005,0.01,0.28608,0.0050013,0
0.267,0.005,0.01,0.37985,0.0049208,0
0.268,0.005,0.01,0.44403,0.0042489,0
0.269,0.005,0.01,0.47359,0.0037875,0
0.27,0.005,0.01,0.47412,0.0039332,0
0.271,0.005,0.01,0.45642,0.0041467,0
0.272,0.005,0.01,0.42661,0.0038313,0
0.273,0.005,0.01,0.4099,0.0034849,0
0.178,-0.0018667,-0.01,1.0467,0.038773,0
0.179,-0.0018667,-0.01,1.1395,0.030001,0
0.18,-0.0018667,-0.01,1.3045,0.016652,0
0.181,-0.0018667,-0.01,1.4284,0.011697,0
0.182,-0.0018667,-0.01,1.5337,-0.00085981,0
0.183,-0.0018667,-0.01,1.658,-0.07442,0
0.184,-0.0018667,-0.01,1.7352,-0.26224,0
0.185,-0.0018667,-0.01,1.537,-0.46658,0
0.186,-0.0018667,-0.01,0.9997,-0.5351,0
0.187,-0.0018667,-0.01,0.098068,-0.50635,0
0.188,-0.0018667,-0.01,-0.57654,-0.40507,0
0.189,-0.0018667,-0.01,-0.44403,-0.14873,0
0.19,-0.0018667,-0.01,0.23523,-0.013401,0
0.191,-0.0018667,-0.01,0.93381,-0.31673,0
0.192,-0.0018667,-0.01,1.2433,-0.85464,0
0.193,-0.0018667,-0.01,1.0274,-1.0985,0
0.194,-0.0018667,-0.01,0.78282,-0.80907,0
0.195,-0.0018667,-0.01,0.70371,-0.29321,0
0.196,-0.0018667,-0.01,0.65882,0.18619,0
0.197,-0.0018667,-0.01,0.77394,0.57716,0
0.198,-0.0018667,-0.01,0.83216,0.81835,0
0.199,-0.0018667,-0.01,0.88583,0.82969,0
0.2,-0.0018667,-0.01,1.0191,0.65117,0
0.201,-0.0018667,-0.01,1.1641,0.4438,0
0.202,-0.0018667,-0.01,1.3847,0.28079,0
0.203,-0.0018667,-0.01,1.6714,0.16215,0
0.204,-0.0018667,-0.01,1.8677,0.089815,0
0.205,-0.0018667,-0.01,1.8963,0.042929,0
0.206,-0.0018667,-0.01,1.7438,0.010283,0
0.207,-0.0018667,-0.01,1.4696,0.0013813,0
0.208,-0.0018667,-0.01,1.1563,0.042126,0
0.209,-0.0018667,-0.01,0.90592,0.14016,0
0.21,-0.0018667,-0.01,0.76863,0.22873,0
0.211,-0.0018667,-0.01,0.72429,0.23853,0
0.212,-0.0018667,-0.01,0.72243,0.1804,0
0.213,-0.0018667,-0.01,0.7456,0.12971,0
0.214,-0.0018667,-0.01,0.79885,0.13097,0
0.215,-0.0018667,-0.01,0.90756,0.1515,0
0.216,-0.0018667,-0.01,1.0453,0.12903,0
0.217,-0.0018667,-0.01,1.1366,0.053267,0
0.218,-0.0018667,-0.01,1.1724,-0.024799,0
0.219,-0.0018667,-0.01,1.1674,-0.073976,0
0.22,-0.0018667,-0.01,1.139,-0.089994,0
0.221,-0.0018667,-0.01,1.0906,-0.076232,0
0.222,-0.0018667,-0.01,1.0049,-0.038481,0
0.223,-0.0018667,-0.01,0.87929,0.015972,0
0.224,-0.0018667,-0.01,0.75243,0.076641,0
0.225,-0.0018667,-0.01,0.70675,0.11178,0
0.226,-0.0018667,-0.01,0.85494,0.10854,0
0.227,-0.0018667,-0.01,1.1983,0.05886,0
0.228,-0.0018667,-0.01,1.5823,-0.061731,0
0.229,-0.0018667,-0.01,1.8154,-0.20217,0
0.23,-0.0018667,-0.01,1.819,-0.27851,0
0.231,-0.0018667,-0.01,1.6479,-0.23044,0
0.232,-0.0018667,-0.01,1.3894,-0.068676,0
0.233,-0.0018667,-0.01,1.1396,0.073498,0
0.234,-0.0018667,-0.01,0.97442,0.096259,0
0.235,-0.0018667,-0.01,0.90562,0.041135,0
0.236,-0.0018667,-0.01,0.91822,-0.0074532,0
0.237,-0.0018667,-0.01,1.0049,-0.031596,0
0.238,-0.0018667,-0.01,1.1209,-0.085046,0
0.239,-0.0018667,-0.01,1.1597,-0.19027,0
0.24,-0.0018667,-0.01,1.0706,-0.28091,0
0.241,-0.0018667,-0.01,0.93569,-0.25835,0
0.242,-0.0018667,-0.01,0.9128,-0.1805,0
0.243,-0.0018667,-0.01,1.0195,-0.20782,0
0.244,-0.0018667,-0.01,1.0746,-0.28484,0
0.245,-0.0018667,-0.01,0.9911,-0.24118,0
0.246,-0.0018667,-0.01,0.84518,-0.055464,0
0.247,-0.0018667,-0.01,0.83236,0.16101,0
0.248,-0.0018667,-0.01,1.0557,0.26269,0
0.249,-0.0018667,-0.01,1.3493,0.22442,0
0.25,-0.0018667,-0.01,1.5616,0.1363,0
0.251,-0.0018667,-0.01,1.6772,0.047993,0
0.252,-0.0018667,-0.01,1.6835,-0.050479,0
0.253,-0.0018667,-0.01,1.5498,-0.15351,0
0.254,-0.0018667,-0.01,1.2933,-0.19687,0
0.255,-0.0018667,-0.01,1.0003,-0.13967,0
0.256,-0.0018667,-0.01,0.77715,-0.03563,0
0.257,-0.0018667,-0.01,0.66451,0.044308,0
0.258,-0.0018667,-0.01,0.63647,0.083607,0
0.259,-0.0018667,-0.01,0.65261,0.094731,0
0.26,-0.0018667,-0.01,0.68024,0.090408,0
0.261,-0.0018667,-0.01,0.70204,0.07638,0
0.262,-0.0018667,-0.01,0.709,0.059135,0
0.263,-0.0018667,-0.01,0.70829,0.050724,0
0.178,-0.0017333,-0.01,1.1039,0.0094355,0
0.179,-0.0017333,-0.01,1.2105,0.0034112,0
0.18,-0.0017333,-0.01,1.4112,-0.0050817,0
0.181,-0.0017333,-0.01,1.5823,-0.0070577,0
0.182,-0.0017333,-0.01,1.73,-0.019724,0
0.183,-0.0017333,-0.01,1.8556,-0.087652,0
0.184,-0.0017333,-0.01,1.8794,-0.24732,0
0.185,-0.0017333,-0.01,1.6318,-0.41021,0
0.186,-0.0017333,-0.01,1.0793,-0.44265,0
0.187,-0.0017333,-0.01,0.18458,-0.40845,0
0.188,-0.0017333,-0.01,-0.52325,-0.35822,0
0.189,-0.0017333,-0.01,-0.5202,-0.19922,0
0.19,-0.0017333,-0.01,0.14819,-0.12997,0
0.191,-0.0017333,-0.01,0.89747,-0.39465,0
0.192,-0.0017333,-0.01,1.161,-0.85033,0
0.193,-0.0017333,-0.01,0.85657,-1.0623,0
0.194,-0.0017333,-0.01,0.56245,-0.78167,0
0.195,-0.0017333,-0.01,0.49912,-0.29066,0
0.196,-0.0017333,-0.01,0.46275,0.1688,0
0.197,-0.0017333,-0.01,0.60843,0.56087,0
0.198,-0.0017333,-0.01,0.73586,0.80437,0
0.199,-0.0017333,-0.01,0.87745,0.81107,0
0.2,-0.0017333,-0.01,1.0773,0.6281,0
0.201,-0.0017333,-0.01,1.2765,0.41512,0
0.202,-0.0017333,-0.01,1.5251,0.24503,0
0.203,-0.0017333,-0.01,1.7963,0.13067,0
0.204,-0.0017333,-0.01,1.9573,0.074309,0
0.205,-0.0017333,-0.01,1.9526,0.049832,0
0.206,-0.0017333,-0.01,1.7785,0.03737,0
0.207,-0.0017333,-0.01,1.4902,0.039982,0
0.208,-0.0017333,-0.01,1.1554,0.080479,0
0.209,-0.0017333,-0.01,0.87728,0.16805,0
0.21,-0.0017333,-0.01,0.72874,0.24196,0
0.211,-0.0017333,-0.01,0.70603,0.23961,0
0.212,-0.0017333,-0.01,0.74123,0.17593,0
0.213,-0.0017333,-0.01,0.7908,0.12318,0
0.214,-0.0017333,-0.01,0.85493,0.12071,0
0.215,-0.0017333,-0.01,0.95954,0.13635,0
0.216,-0.0017333,-0.01,1.0864,0.11459,0
0.217,-0.0017333,-0.01,1.1723,0.045762,0
0.218,-0.0017333,-0.01,1.207,-0.026,0
0.219,-0.0017333,-0.01,1.2009,-0.071635,0
0.22,-0.0017333,-0.01,1.1735,-0.084998,0
0.221,-0.0017333,-0.01,1.1312,-0.067794,0
0.222,-0.0017333,-0.01,1.0568,-0.025103,0
0.223,-0.0017333,-0.01,0.94296,0.032738,0
0.224,-0.0017333,-0.01,0.82431,0.087844,0
0.225,-0.0017333,-0.01,0.77937,0.10524,0
0.226,-0.0017333,-0.01,0.90628,0.076433,0
0.227,-0.0017333,-0.01,1.1889,0.0091431,0
0.228,-0.0017333,-0.01,1.4798,-0.10294,0
0.229,-0.0017333,-0.01,1.6357,-0.21607,0
0.23,-0.0017333,-0.01,1.6113,-0.26551,0
0.231,-0.0017333,-0.01,1.453,-0.2015,0
0.232,-0.0017333,-0.01,1.2279,-0.037993,0
0.233,-0.0017333,-0.01,1.0162,0.097257,0
0.234,-0.0017333,-0.01,0.88065,0.11047,0
0.235,-0.0017333,-0.01,0.82396,0.045673,0
0.236,-0.0017333,-0.01,0.83619,-0.012772,0
0.237,-0.0017333,-0.01,0.91465,-0.045259,0
0.238,-0.0017333,-0.01,1.0251,-0.096792,0
0.239,-0.0017333,-0.01,1.0849,-0.18875,0
0.24,-0.0017333,-0.01,1.0519,-0.26778,0
0.241,-0.0017333,-0.01,0.99249,-0.25252,0
0.242,-0.0017333,-0.01,1.0285,-0.19242,0
0.243,-0.0017333,-0.01,1.1438,-0.2192,0
0.244,-0.0017333,-0.01,1.1838,-0.28055,0
0.245,-0.0017333,-0.01,1.108,-0.22724,0
0.246,-0.0017333,-0.01,0.99854,-0.047052,0
0.247,-0.0017333,-0.01,0.98631,0.14803,0
0.248,-0.0017333,-0.01,1.1385,0.23272,0
0.249,-0.0017333,-0.01,1.3433,0.19641,0
0.25,-0.0017333,-0.01,1.4859,0.11869,0
0.251,-0.0017333,-0.01,1.5582,0.041568,0
0.252,-0.0017333,-0.01,1.5495,-0.042056,0
0.253,-0.0017333,-0.01,1.4296,-0.1276,0
0.254,-0.0017333,-0.01,1.2099,-0.1615,0
0.255,-0.0017333,-0.01,0.96276,-0.1088,0
0.256,-0.0017333,-0.01,0.77794,-0.016837,0
0.257,-0.0017333,-0.01,0.68719,0.052344,0
0.258,-0.0017333,-0.01,0.66429,0.084968,0
0.259,-0.0017333,-0.01,0.6733,0.092988,0
0.26,-0.0017333,-0.01,0.68818,0.088226,0
0.261,-0.0017333,-0.01,0.69654,0.075509,0
0.262,-0.0017333,-0.01,0.6928,0.060017,0
0.263,-0.0017333,-0.01,0.68775,0.052389,0
0.178,-0.0016,-0.01,1.0931,-0.021245,0
0.179,-0.0016,-0.01,1.2113,-0.027336,0
0.18,-0.0016,-0.01,1.4431,-0.035088,0
0.181,-0.0016,-0.01,1.6564,-0.035196,0
0.182,-0.0016,-0.01,1.8391,-0.044165,0
0.183,-0.0016,-0.01,1.9686,-0.09973,0
0.184,-0.0016,-0.01,1.9653,-0.22869,0
0.185,-0.0016,-0.01,1.7035,-0.35206,0
0.186,-0.0016,-0.01,1.1662,-0.35206,0
0.187,-0.0016,-0.01,0.32705,-0.31171,0
0.188,-0.0016,-0.01,-0.36598,-0.30878,0
0.189,-0.0016,-0.01,-0.31608,-0.24411,0
0.19,-0.0016,-0.01,0.30954,-0.23125,0
0.191,-0.0016,-0.01,0.90219,-0.45918,0
0.192,-0.0016,-0.01,1.0989,-0.83789,0
0.193,-0.0016,-0.01,0.69397,-1.0161,0
0.194,-0.0016,-0.01,0.33738,-0.74862,0
0.195,-0.0016,-0.01,0.2942,-0.28227,0
0.196,-0.0016,-0.01,0.28293,0.15498,0
0.197,-0.0016,-0.01,0.45983,0.54007,0
0.198,-0.0016,-0.01,0.65307,0.78075,0
0.199,-0.0016,-0.01,0.87709,0.78273,0
0.2,-0.0016,-0.01,1.1348,0.59763,0
0.201,-0.0016,-0.01,1.3725,0.38256,0
0.202,-0.0016,-0.01,1.6209,0.21058,0
0.203,-0.0016,-0.01,1.8497,0.10365,0
0.204,-0.0016,-0.01,1.9603,0.062974,0
0.205,-0.0016,-0.01,1.9203,0.058861,0
0.206,-0.0016,-0.01,1.731,0.064793,0
0.207,-0.0016,-0.01,1.4405,0.078058,0
0.208,-0.0016,-0.01,1.1044,0.11931,0
0.209,-0.0016,-0.01,0.82292,0.19664,0
0.21,-0.0016,-0.01,0.68284,0.25315,0
0.211,-0.0016,-0.01,0.69,0.23638,0
0.212,-0.0016,-0.01,0.76081,0.16762,0
0.213,-0.0016,-0.01,0.83337,0.11465,0
0.214,-0.0016,-0.01,0.90711,0.1103,0
0.215,-0.0016,-0.01,1.0085,0.12222,0
0.216,-0.0016,-0.01,1.1255,0.1009,0
0.217,-0.0016,-0.01,1.2036,0.037966,0
0.218,-0.0016,-0.01,1.231,-0.027781,0
0.219,-0.0016,-0.01,1.218,-0.069675,0
0.22,-0.0016,-0.01,1.1887,-0.080837,0
0.221,-0.0016,-0.01,1.1531,-0.061066,0
0.222,-0.0016,-0.01,1.0923,-0.014025,0
0.223,-0.0016,-0.01,0.99014,0.047098,0
0.224,-0.0016,-0.01,0.87512,0.097671,0
0.225,-0.0016,-0.01,0.8183,0.099756,0
0.226,-0.0016,-0.01,0.89918,0.0504,0
0.227,-0.0016,-0.01,1.0924,-0.028385,0
0.228,-0.0016,-0.01,1.2899,-0.1318,0
0.229,-0.0016,-0.01,1.3945,-0.22365,0
0.23,-0.0016,-0.01,1.3656,-0.25237,0
0.231,-0.0016,-0.01,1.2343,-0.17599,0
0.232,-0.0016,-0.01,1.0532,-0.012307,0
0.233,-0.0016,-0.01,0.88823,0.11589,0
0.234,-0.0016,-0.01,0.78888,0.12115,0
0.235,-0.0016,-0.01,0.75434,0.048697,0
0.236,-0.0016,-0.01,0.77864,-0.018248,0
0.237,-0.0016,-0.01,0.86089,-0.058574,0
0.238,-0.0016,-0.01,0.97349,-0.10979,0
0.239,-0.0016,-0.01,1.0525,-0.19201,0
0.24,-0.0016,-0.01,1.0609,-0.26224,0
0.241,-0.0016,-0.01,1.0491,-0.25315,0
0.242,-0.0016,-0.01,1.1089,-0.20629,0
0.243,-0.0016,-0.01,1.211,-0.22988,0
0.244,-0.0016,-0.01,1.2297,-0.27679,0
0.245,-0.0016,-0.01,1.1529,-0.21674,0
0.246,-0.0016,-0.01,1.0664,-0.041424,0
0.247,-0.0016,-0.01,1.0616,0.13956,0
0.248,-0.0016,-0.01,1.1664,0.21384,0
0.249,-0.0016,-0.01,1.2991,0.1797,0
0.25,-0.0016,-0.01,1.3856,0.10924,0
0.251,-0.0016,-0.01,1.4272,0.039669,0
0.252,-0.0016,-0.01,1.4146,-0.033191,0
0.253,-0.0016,-0.01,1.3158,-0.10509,0
0.254,-0.0016,-0.01,1.1347,-0.13141,0
0.255,-0.0016,-0.01,0.93013,-0.082948,0
0.256,-0.0016,-0.01,0.77683,-0.0012682,0
0.257,-0.0016,-0.01,0.70072,0.059324,0
0.258,-0.0016,-0.01,0.67882,0.08694,0
0.259,-0.0016,-0.01,0.68048,0.09285,0
0.26,-0.0016,-0.01,0.68509,0.087841,0
0.261,-0.0016,-0.01,0.68401,0.076008,0
0.262,-0.0016,-0.01,0.67418,0.061513,0
0.263,-0.0016,-0.01,0.66713,0.054257,0
0.178,-0.0014667,-0.01,1.0365,-0.049714,0
0.179,-0.0014667,-0.01,1.1647,-0.057943,0
0.18,-0.0014667,-0.01,1.4208,-0.067598,0
0.181,-0.0014667,-0.01,1.6658,-0.065846,0
0.182,-0.0014667,-0.01,1.8752,-0.068802,0
0.183,-0.0014667,-0.01,2.0113,-0.10931,0
0.184,-0.0014667,-0.01,1.9996,-0.20833,0
0.185,-0.0014667,-0.01,1.7488,-0.29558,0
0.186,-0.0014667,-0.01,1.2535,-0.26841,0
0.187,-0.0014667,-0.01,0.51376,-0.22241,0
0.188,-0.0014667,-0.01,-0.11637,-0.26206,0
0.189,-0.0014667,-0.01,-0.028397,-0.28162,0
0.19,-0.0014667,-0.01,0.52592,-0.31223,0
0.191,-0.0014667,-0.01,0.94551,-0.50632,0
0.192,-0.0014667,-0.01,1.0547,-0.81368,0
0.193,-0.0014667,-0.01,0.5452,-0.95813,0
0.194,-0.0014667,-0.01,0.11243,-0.7084,0
0.195,-0.0014667,-0.01,0.09253,-0.27993,0
0.196,-0.0014667,-0.01,0.12467,0.13008,0
0.197,-0.0014667,-0.01,0.33166,0.51176,0
0.198,-0.0014667,-0.01,0.5865,0.74703,0
0.199,-0.0014667,-0.01,0.88513,0.74529,0
0.2,-0.0014667,-0.01,1.1902,0.5613,0
0.201,-0.0014667,-0.01,1.45,0.34861,0
0.202,-0.0014667,-0.01,1.6782,0.18084,0
0.203,-0.0014667,-0.01,1.85,0.085305,0
0.204,-0.0014667,-0.01,1.9019,0.060331,0
0.205,-0.0014667,-0.01,1.8249,0.074171,0
0.206,-0.0014667,-0.01,1.6266,0.09586,0
0.207,-0.0014667,-0.01,1.3456,0.11838,0
0.208,-0.0014667,-0.01,1.0212,0.15941,0
0.209,-0.0014667,-0.01,0.75063,0.22449,0
0.21,-0.0014667,-0.01,0.63331,0.261,0
0.211,-0.0014667,-0.01,0.67561,0.22839,0
0.212,-0.0014667,-0.01,0.77861,0.15537,0
0.213,-0.0014667,-0.01,0.87048,0.10404,0
0.214,-0.0014667,-0.01,0.95324,0.099742,0
0.215,-0.0014667,-0.01,1.0524,0.10939,0
0.216,-0.0014667,-0.01,1.1592,0.089107,0
0.217,-0.0014667,-0.01,1.2254,0.03238,0
0.218,-0.0014667,-0.01,1.2384,-0.027191,0
0.219,-0.0014667,-0.01,1.212,-0.065937,0
0.22,-0.0014667,-0.01,1.1778,-0.076298,0
0.221,-0.0014667,-0.01,1.1507,-0.055289,0
0.222,-0.0014667,-0.01,1.1074,-0.0041744,0
0.223,-0.0014667,-0.01,1.0201,0.061199,0
0.224,-0.0014667,-0.01,0.90724,0.1098,0
0.225,-0.0014667,-0.01,0.83109,0.10132,0
0.226,-0.0014667,-0.01,0.85329,0.037577,0
0.227,-0.0014667,-0.01,0.95559,-0.049979,0
0.228,-0.0014667,-0.01,1.0729,-0.14923,0
0.229,-0.0014667,-0.01,1.1421,-0.22727,0
0.23,-0.0014667,-0.01,1.1217,-0.24091,0
0.231,-0.0014667,-0.01,1.0218,-0.15534,0
0.232,-0.0014667,-0.01,0.88502,0.0072543,0
0.233,-0.0014667,-0.01,0.76772,0.12857,0
0.234,-0.0014667,-0.01,0.70658,0.12697,0
0.235,-0.0014667,-0.01,0.69994,0.048296,0
0.236,-0.0014667,-0.01,0.74486,-0.025784,0
0.237,-0.0014667,-0.01,0.83919,-0.072831,0
0.238,-0.0014667,-0.01,0.95814,-0.12412,0
0.239,-0.0014667,-0.01,1.0517,-0.19869,0
0.24,-0.0014667,-0.01,1.0858,-0.26169,0
0.241,-0.0014667,-0.01,1.0972,-0.25709,0
0.242,-0.0014667,-0.01,1.1563,-0.21943,0
0.243,-0.0014667,-0.01,1.2321,-0.23779,0
0.244,-0.0014667,-0.01,1.2247,-0.2713,0
0.245,-0.0014667,-0.01,1.142,-0.20699,0
0.246,-0.0014667,-0.01,1.0696,-0.037818,0
0.247,-0.0014667,-0.01,1.0709,0.13248,0
0.248,-0.0014667,-0.01,1.1438,0.20102,0
0.249,-0.0014667,-0.01,1.2251,0.16939,0
0.25,-0.0014667,-0.01,1.273,0.1034,0
0.251,-0.0014667,-0.01,1.2975,0.037977,0
0.252,-0.0014667,-0.01,1.2896,-0.027105,0
0.253,-0.0014667,-0.01,1.2147,-0.0874,0
0.254,-0.0014667,-0.01,1.0698,-0.10677,0
0.255,-0.0014667,-0.01,0.90183,-0.061652,0
0.256,-0.0014667,-0.01,0.77373,0.011397,0
0.257,-0.0014667,-0.01,0.70752,0.065058,0
0.258,-0.0014667,-0.01,0.6843,0.088948,0
0.259,-0.0014667,-0.01,0.67905,0.093459,0
0.26,-0.0014667,-0.01,0.67593,0.08837,0
0.261,-0.0014667,-0.01,0.66898,0.077222,0
0.262,-0.0014667,-0.01,0.65662,0.063394,0
0.263,-0.0014667,-0.01,0.64922,0.056341,0
0.178,-0.0013333,-0.01,0.94686,-0.077661,0
0.179,-0.0013333,-0.01,1.0812,-0.089641,0
0.18,-0.0013333,-0.01,1.3504,-0.1036,0
0.181,-0.0013333,-0.01,1.6122,-0.10106,0
0.182,-0.0013333,-0.01,1.8386,-0.097157,0
0.183,-0.0013333,-0.01,1.9848,-0.12075,0
0.184,-0.0013333,-0.01,1.9817,-0.19053,0
0.185,-0.0013333,-0.01,1.7636,-0.24469,0
0.186,-0.0013333,-0.01,1.3351,-0.1955,0
0.187,-0.0013333,-0.01,0.72237,-0.1454,0
0.188,-0.0013333,-0.01,0.21784,-0.22136,0
0.189,-0.0013333,-0.01,0.29893,-0.31256,0
0.19,-0.0013333,-0.01,0.73049,-0.37566,0
0.191,-0.0013333,-0.01,1.0122,-0.53785,0
0.192,-0.0013333,-0.01,1.0235,-0.77809,0
0.193,-0.0013333,-0.01,0.41272,-0.88694,0
0.194,-0.0013333,-0.01,-0.1077,-0.65748,0
0.195,-0.0013333,-0.01,-0.10934,-0.27165,0
0.196,-0.0013333,-0.01,-0.017308,0.10623,0
0.197,-0.0013333,-0.01,0.2256,0.47791,0
0.198,-0.0013333,-0.01,0.53895,0.70461,0
0.199,-0.0013333,-0.01,0.90182,0.70031,0
0.2,-0.0013333,-0.01,1.2423,0.52106,0
0.201,-0.0013333,-0.01,1.5094,0.31553,0
0.202,-0.0013333,-0.01,1.7039,0.15758,0
0.203,-0.0013333,-0.01,1.8096,0.076275,0
0.204,-0.0013333,-0.01,1.7943,0.065502,0
0.205,-0.0013333,-0.01,1.675,0.092737,0
0.206,-0.0013333,-0.01,1.4717,0.12589,0
0.207,-0.0013333,-0.01,1.2117,0.15614,0
0.208,-0.0013333,-0.01,0.91277,0.19716,0
0.209,-0.0013333,-0.01,0.66755,0.24936,0
0.21,-0.0013333,-0.01,0.58407,0.26438,0
0.211,-0.0013333,-0.01,0.66277,0.21567,0
0.212,-0.0013333,-0.01,0.79282,0.1397,0
0.213,-0.0013333,-0.01,0.90028,0.091486,0
0.214,-0.0013333,-0.01,0.99063,0.088452,0
0.215,-0.0013333,-0.01,1.0864,0.096771,0
0.216,-0.0013333,-0.01,1.1795,0.078099,0
0.217,-0.0013333,-0.01,1.2262,0.028018,0
0.218,-0.0013333,-0.01,1.2163,-0.025209,0
0.219,-0.0013333,-0.01,1.1711,-0.061402,0
0.22,-0.0013333,-0.01,1.1307,-0.072586,0
0.221,-0.0013333,-0.01,1.1149,-0.052041,0
0.222,-0.0013333,-0.01,1.0945,0.0026375,0
0.223,-0.0013333,-0.01,1.0271,0.073358,0
0.224,-0.0013333,-0.01,0.91925,0.12268,0
0.225,-0.0013333,-0.01,0.82267,0.10757,0
0.226,-0.0013333,-0.01,0.78628,0.033946,0
0.227,-0.0013333,-0.01,0.80809,-0.060991,0
0.228,-0.0013333,-0.01,0.86242,-0.15957,0
0.229,-0.0013333,-0.01,0.91064,-0.22912,0
0.23,-0.0013333,-0.01,0.90619,-0.2318,0
0.231,-0.0013333,-0.01,0.83701,-0.13926,0
0.232,-0.0013333,-0.01,0.73931,0.021286,0
0.233,-0.0013333,-0.01,0.66373,0.13594,0
0.234,-0.0013333,-0.01,0.63939,0.12827,0
0.235,-0.0013333,-0.01,0.66507,0.044232,0
0.236,-0.0013333,-0.01,0.73614,-0.035884,0
0.237,-0.0013333,-0.01,0.84582,-0.088436,0
0.238,-0.0013333,-0.01,0.97129,-0.13965,0
0.239,-0.0013333,-0.01,1.0719,-0.20747,0
0.24,-0.0013333,-0.01,1.116,-0.26355,0
0.241,-0.0013333,-0.01,1.1314,-0.26123,0
