"Points:0","Points:1","Points:2","U:0","U:1","U:2"
0.318,0.0031681,0.01,0.67779,-0.0067625,0
0.318,0.0030413,0.01,0.69413,-0.0068999,0
0.318,0.0029095,0.01,0.71021,-0.0070078,0
0.318,0.0027723,0.01,0.72599,-0.0070626,0
0.318,0.0026298,0.01,0.74137,-0.0070567,0
0.318,0.0024815,0.01,0.75625,-0.0070205,0
0.318,0.0023272,0.01,0.77059,-0.0069363,0
0.318,0.0021668,0.01,0.78455,-0.006746,0
0.319,0.0049465,0.01,0.18531,-0.0011554,0
0.319,0.0048909,0.01,0.30882,-0.0016607,0
0.319,0.004833,0.01,0.35494,-0.00080174,0
0.319,0.0047729,0.01,0.37053,-0.00057856,0
0.319,0.0047103,0.01,0.3903,-0.0013594,0
0.319,0.0046452,0.01,0.40895,-0.0017954,0
0.319,0.0045775,0.01,0.42413,-0.0020539,0
0.319,0.0045071,0.01,0.43975,-0.0023867,0
0.319,0.0044339,0.01,0.45612,-0.0027846,0
0.319,0.0043578,0.01,0.47248,-0.0031278,0
0.319,0.0042786,0.01,0.48899,-0.0034576,0
0.319,0.0041963,0.01,0.50573,-0.0038425,0
0.319,0.0041106,0.01,0.52259,-0.0041494,0
0.319,0.0040216,0.01,0.53958,-0.0044723,0
0.319,0.0039289,0.01,0.55669,-0.0048328,0
0.319,0.0038326,0.01,0.57385,-0.0051067,0
0.319,0.0037324,0.01,0.59107,-0.0053923,0
0.319,0.0036282,0.01,0.60832,-0.0056949,0
0.319,0.0035199,0.01,0.62554,-0.005932,0
0.319,0.0034072,0.01,0.64269,-0.0061518,0
0.319,0.00329,0.01,0.65975,-0.006365,0
0.319,0.0031681,0.01,0.67666,-0.0065325,0
0.319,0.0030413,0.01,0.69334,-0.0066623,0
0.319,0.0029095,0.01,0.70977,-0.0067641,0
0.319,0.0027723,0.01,0.72591,-0.006815,0
0.319,0.0026298,0.01,0.74164,-0.0068067,0
0.319,0.0024815,0.01,0.75688,-0.0067691,0
0.319,0.0023272,0.01,0.77159,-0.0066859,0
0.319,0.0021668,0.01,0.7859,-0.0064999,0
0.32,0.0049465,0.01,0.18189,-0.0012919,0
0.32,0.0048909,0.01,0.30351,-0.0018284,0
0.32,0.004833,0.01,0.3492,-0.0007948,0
0.32,0.0047729,0.01,0.36494,-0.00047719,0
0.32,0.0047103,0.01,0.38482,-0.0013118,0
0.32,0.0046452,0.01,0.40361,-0.0017476,0
0.32,0.0045775,0.01,0.41899,-0.0019736,0
0.32,0.0045071,0.01,0.43483,-0.0022964,0
0.32,0.0044339,0.01,0.45142,-0.0026868,0
0.32,0.0043578,0.01,0.468,-0.0030172,0
0.32,0.0042786,0.01,0.48475,-0.0033359,0
0.32,0.0041963,0.01,0.50174,-0.0037105,0
0.32,0.0041106,0.01,0.51886,-0.0040072,0
0.32,0.0040216,0.01,0.53611,-0.0043202,0
0.32,0.0039289,0.01,0.55349,-0.004671,0
0.32,0.0038326,0.01,0.57093,-0.0049356,0
0.32,0.0037324,0.01,0.58844,-0.0052122,0
0.32,0.0036282,0.01,0.60599,-0.0055061,0
0.32,0.0035199,0.01,0.62351,-0.0057351,0
0.32,0.0034072,0.01,0.64097,-0.0059471,0
0.32,0.00329,0.01,0.65835,-0.0061535,0
0.32,0.0031681,0.01,0.67559,-0.0063152,0
0.32,0.0030413,0.01,0.6926,-0.0064393,0
0.32,0.0029095,0.01,0.70937,-0.0065368,0
0.32,0.0027723,0.01,0.72584,-0.0065853,0
0.32,0.0026298,0.01,0.74192,-0.0065757,0
0.32,0.0024815,0.01,0.7575,-0.0065377,0
0.32,0.0023272,0.01,0.77255,-0.0064561,0
0.32,0.0021668,0.01,0.78721,-0.0062748,0
0.321,0.0049465,0.01,0.17842,-0.001423,0
0.321,0.0048909,0.01,0.2983,-0.0020055,0
0.321,0.004833,0.01,0.34363,-0.00080496,0
0.321,0.0047729,0.01,0.35952,-0.00039615,0
0.321,0.0047103,0.01,0.37951,-0.0012859,0
0.321,0.0046452,0.01,0.39843,-0.0017239,0
0.321,0.0045775,0.01,0.41402,-0.0019191,0
0.321,0.0045071,0.01,0.43007,-0.0022323,0
0.321,0.0044339,0.01,0.44687,-0.002615,0
0.321,0.0043578,0.01,0.46367,-0.0029324,0
0.321,0.0042786,0.01,0.48065,-0.0032393,0
0.321,0.0041963,0.01,0.49788,-0.0036027,0
0.321,0.0041106,0.01,0.51524,-0.0038881,0
0.321,0.0040216,0.01,0.53275,-0.0041899,0
0.321,0.0039289,0.01,0.55039,-0.00453,0
0.321,0.0038326,0.01,0.56811,-0.0047842,0
0.321,0.0037324,0.01,0.5859,-0.0050508,0
0.321,0.0036282,0.01,0.60373,-0.0053352,0
0.321,0.0035199,0.01,0.62155,-0.0055554,0
0.321,0.0034072,0.01,0.63931,-0.0057591,0
0.321,0.00329,0.01,0.65701,-0.0059581,0
0.321,0.0031681,0.01,0.67456,-0.0061138,0
0.321,0.0030413,0.01,0.69189,-0.0062321,0
0.321,0.0029095,0.01,0.70899,-0.0063251,0
0.321,0.0027723,0.01,0.72579,-0.0063709,0
0.321,0.0026298,0.01,0.7422,-0.0063602,0
0.321,0.0024815,0.01,0.75812,-0.0063218,0
0.321,0.0023272,0.01,0.7735,-0.0062417,0
0.321,0.0021668,0.01,0.78848,-0.0060649,0
0.322,0.0049465,0.01,0.17507,-0.0015239,0
0.322,0.0048909,0.01,0.29324,-0.0021371,0
0.322,0.004833,0.01,0.33823,-0.00079469,0
0.322,0.0047729,0.01,0.35428,-0.00030827,0
0.322,0.0047103,0.01,0.37437,-0.001244,0
0.322,0.0046452,0.01,0.39343,-0.0016832,0
0.322,0.0045775,0.01,0.40921,-0.0018521,0
0.322,0.0045071,0.01,0.42547,-0.0021573,0
0.322,0.0044339,0.01,0.44246,-0.0025337,0
0.322,0.0043578,0.01,0.45948,-0.0028404,0
0.322,0.0042786,0.01,0.47668,-0.0031376,0
0.322,0.0041963,0.01,0.49414,-0.0034917,0
0.322,0.0041106,0.01,0.51174,-0.0037678,0
0.322,0.0040216,0.01,0.5295,-0.0040604,0
0.322,0.0039289,0.01,0.5474,-0.0043911,0
0.322,0.0038326,0.01,0.56538,-0.0046366,0
0.322,0.0037324,0.01,0.58344,-0.0048948,0
0.322,0.0036282,0.01,0.60156,-0.005171,0
0.322,0.0035199,0.01,0.61966,-0.0053836,0
0.322,0.0034072,0.01,0.63772,-0.0055801,0
0.322,0.00329,0.01,0.65571,-0.0057726,0
0.322,0.0031681,0.01,0.67357,-0.0059228,0
0.322,0.0030413,0.01,0.69122,-0.006036,0
0.322,0.0029095,0.01,0.70863,-0.006125,0
0.322,0.0027723,0.01,0.72575,-0.0061687,0
0.322,0.0026298,0.01,0.74248,-0.006157,0
0.322,0.0024815,0.01,0.75872,-0.0061186,0
0.322,0.0023272,0.01,0.77443,-0.0060403,0
0.322,0.0021668,0.01,0.78973,-0.0058678,0
0.323,0.0049465,0.01,0.17193,-0.0016058,0
0.323,0.0048909,0.01,0.28838,-0.0022393,0
0.323,0.004833,0.01,0.333,-0.00078025,0
0.323,0.0047729,0.01,0.3492,-0.00022904,0
0.323,0.0047103,0.01,0.36938,-0.0012,0
0.323,0.0046452,0.01,0.38857,-0.0016383,0
0.323,0.0045775,0.01,0.40455,-0.001784,0
0.323,0.0045071,0.01,0.42099,-0.0020811,0
0.323,0.0044339,0.01,0.43819,-0.0024508,0
0.323,0.0043578,0.01,0.45541,-0.0027472,0
0.323,0.0042786,0.01,0.47283,-0.0030353,0
0.323,0.0041963,0.01,0.49051,-0.0033805,0
0.323,0.0041106,0.01,0.50835,-0.0036479,0
0.323,0.0040216,0.01,0.52634,-0.0039321,0
0.323,0.0039289,0.01,0.54449,-0.0042544,0
0.323,0.0038326,0.01,0.56273,-0.0044922,0
0.323,0.0037324,0.01,0.58106,-0.0047429,0
0.323,0.0036282,0.01,0.59945,-0.005012,0
0.323,0.0035199,0.01,0.61783,-0.005218,0
0.323,0.0034072,0.01,0.63617,-0.0054086,0
0.323,0.00329,0.01,0.65446,-0.0055958,0
0.323,0.0031681,0.01,0.67262,-0.0057415,0
0.323,0.0030413,0.01,0.69057,-0.0058506,0
0.323,0.0029095,0.01,0.70828,-0.0059368,0
0.323,0.0027723,0.01,0.72572,-0.0059791,0
0.323,0.0026298,0.01,0.74276,-0.0059673,0
0.323,0.0024815,0.01,0.75931,-0.0059292,0
0.323,0.0023272,0.01,0.77533,-0.005853,0
0.323,0.0021668,0.01,0.79094,-0.0056853,0
0.324,0.0049465,0.01,0.16885,-0.0016881,0
0.324,0.0048909,0.01,0.28362,-0.002351,0
0.324,0.004833,0.01,0.32789,-0.0007846,0
0.324,0.0047729,0.01,0.34424,-0.0001726,0
0.324,0.0047103,0.01,0.36452,-0.001177,0
0.324,0.0046452,0.01,0.38383,-0.0016153,0
0.324,0.0045775,0.01,0.4,-0.0017395,0
0.324,0.0045071,0.01,0.41664,-0.0020286,0
0.324,0.0044339,0.01,0.43403,-0.0023915,0
0.324,0.0043578,0.01,0.45146,-0.0026776,0
0.324,0.0042786,0.01,0.46909,-0.0029563,0
0.324,0.0041963,0.01,0.48699,-0.0032923,0
0.324,0.0041106,0.01,0.50505,-0.0035507,0
0.324,0.0040216,0.01,0.52328,-0.0038259,0
0.324,0.0039289,0.01,0.54168,-0.0041392,0
0.324,0.0038326,0.01,0.56017,-0.0043687,0
0.324,0.0037324,0.01,0.57875,-0.0046111,0
0.324,0.0036282,0.01,0.59741,-0.0048723,0
0.324,0.0035199,0.01,0.61606,-0.0050712,0
0.324,0.0034072,0.01,0.63468,-0.005255,0
0.324,0.00329,0.01,0.65325,-0.0054362,0
0.324,0.0031681,0.01,0.6717,-0.0055769,0
0.324,0.0030413,0.01,0.68995,-0.0056815,0
0.324,0.0029095,0.01,0.70796,-0.0057641,0
0.324,0.0027723,0.01,0.72569,-0.0058045,0
0.324,0.0026298,0.01,0.74304,-0.0057919,0
0.324,0.0024815,0.01,0.75989,-0.0057538,0
0.324,0.0023272,0.01,0.77621,-0.0056788,0
0.324,0.0021668,0.01,0.79211,-0.0055152,0
0.325,0.0049465,0.01,0.16577,-0.0017606,0
0.325,0.0048909,0.01,0.27891,-0.0024554,0
0.325,0.004833,0.01,0.32287,-0.00079205,0
0.325,0.0047729,0.01,0.3394,-0.00012487,0
0.325,0.0047103,0.01,0.35979,-0.0011609,0
0.325,0.0046452,0.01,0.37922,-0.0016009,0
0.325,0.0045775,0.01,0.39558,-0.0017067,0
0.325,0.0045071,0.01,0.41241,-0.0019897,0
0.325,0.0044339,0.01,0.42998,-0.0023472,0
0.325,0.0043578,0.01,0.44762,-0.0026249,0
0.325,0.0042786,0.01,0.46545,-0.0028955,0
0.325,0.0041963,0.01,0.48357,-0.0032232,0
0.325,0.0041106,0.01,0.50186,-0.0034733,0
0.325,0.0040216,0.01,0.52032,-0.0037401,0
0.325,0.0039289,0.01,0.53895,-0.0040447,0
0.325,0.0038326,0.01,0.55769,-0.0042659,0
0.325,0.0037324,0.01,0.57652,-0.0045001,0
0.325,0.0036282,0.01,0.59543,-0.0047531,0
0.325,0.0035199,0.01,0.61435,-0.0049443,0
0.325,0.0034072,0.01,0.63325,-0.0051207,0
0.325,0.00329,0.01,0.65209,-0.0052951,0
0.325,0.0031681,0.01,0.67082,-0.00543,0
0.325,0.0030413,0.01,0.68935,-0.0055293,0
0.325,0.0029095,0.01,0.70766,-0.0056075,0
0.325,0.0027723,0.01,0.72568,-0.0056448,0
0.325,0.0026298,0.01,0.74332,-0.0056304,0
0.325,0.0024815,0.01,0.76047,-0.0055915,0
0.325,0.0023272,0.01,0.77708,-0.0055168,0
0.325,0.0021668,0.01,0.79326,-0.0053567,0
0.326,0.0049465,0.01,0.16278,-0.0018146,0
0.326,0.0048909,0.01,0.27431,-0.002534,0
0.326,0.004833,0.01,0.31796,-0.00078686,0
0.326,0.0047729,0.01,0.33465,-7.207e-05,0
0.326,0.0047103,0.01,0.35514,-0.001135,0
0.326,0.0046452,0.01,0.37471,-0.0015764,0
0.326,0.0045775,0.01,0.39125,-0.0016666,0
0.326,0.0045071,0.01,0.40827,-0.0019445,0
0.326,0.0044339,0.01,0.42604,-0.0022975,0
0.326,0.0043578,0.01,0.44387,-0.0025677,0
0.326,0.0042786,0.01,0.46191,-0.0028313,0
0.326,0.0041963,0.01,0.48024,-0.0031517,0
0.326,0.0041106,0.01,0.49875,-0.0033947,0
0.326,0.0040216,0.01,0.51744,-0.0036539,0
0.326,0.0039289,0.01,0.5363,-0.0039507,0
0.326,0.0038326,0.01,0.55528,-0.0041646,0
0.326,0.0037324,0.01,0.57436,-0.0043915,0
0.326,0.0036282,0.01,0.59353,-0.0046372,0
0.326,0.0035199,0.01,0.61271,-0.0048217,0
0.326,0.0034072,0.01,0.63187,-0.0049917,0
0.326,0.00329,0.01,0.65098,-0.00516,0
0.326,0.0031681,0.01,0.66999,-0.0052896,0
0.326,0.0030413,0.01,0.68879,-0.0053841,0
0.326,0.0029095,0.01,0.70738,-0.0054583,0
0.326,0.0027723,0.01,0.72569,-0.0054929,0
0.326,0.0026298,0.01,0.74361,-0.005477,0
0.326,0.0024815,0.01,0.76104,-0.0054374,0
0.326,0.0023272,0.01,0.77793,-0.0053631,0
0.326,0.0021668,0.01,0.79439,-0.005206,0
0.327,0.0049465,0.01,0.1599,-0.0018622,0
0.327,0.0048909,0.01,0.26983,-0.0026063,0
0.327,0.004833,0.01,0.31314,-0.00078461,0
0.327,0.0047729,0.01,0.32998,-2.5898e-05,0
0.327,0.0047103,0.01,0.35058,-0.0011114,0
0.327,0.0046452,0.01,0.37027,-0.0015528,0
0.327,0.0045775,0.01,0.38701,-0.0016274,0
0.327,0.0045071,0.01,0.40422,-0.0018994,0
0.327,0.0044339,0.01,0.42218,-0.002247,0
0.327,0.0043578,0.01,0.44021,-0.0025094,0
0.327,0.0042786,0.01,0.45846,-0.0027657,0
0.327,0.0041963,0.01,0.47701,-0.0030786,0
0.327,0.0041106,0.01,0.49573,-0.0033144,0
0.327,0.0040216,0.01,0.51464,-0.0035663,0
0.327,0.0039289,0.01,0.53374,-0.0038555,0
0.327,0.0038326,0.01,0.55295,-0.0040625,0
0.327,0.0037324,0.01,0.57228,-0.0042825,0
0.327,0.0036282,0.01,0.59169,-0.0045213,0
0.327,0.0035199,0.01,0.61112,-0.0046996,0
0.327,0.0034072,0.01,0.63054,-0.0048636,0
0.327,0.00329,0.01,0.64992,-0.0050265,0
0.327,0.0031681,0.01,0.66919,-0.0051515,0
0.327,0.0030413,0.01,0.68827,-0.0052415,0
0.327,0.0029095,0.01,0.70712,-0.0053124,0
0.327,0.0027723,0.01,0.72571,-0.0053449,0
0.327,0.0026298,0.01,0.7439,-0.0053279,0
0.327,0.0024815,0.01,0.7616,-0.0052881,0
0.327,0.0023272,0.01,0.77877,-0.0052143,0
0.327,0.0021668,0.01,0.79549,-0.00506,0
0.328,0.0049465,0.01,0.15699,-0.0019144,0
0.328,0.0048909,0.01,0.26533,-0.0026875,0
0.328,0.004833,0.01,0.30835,-0.00078827,0
0.328,0.0047729,0.01,0.32538,1.6603e-05,0
0.328,0.0047103,0.01,0.3461,-0.0010927,0
0.328,0.0046452,0.01,0.36592,-0.0015351,0
0.328,0.0045775,0.01,0.38285,-0.0015946,0
0.328,0.0045071,0.01,0.40026,-0.0018609,0
0.328,0.0044339,0.01,0.41841,-0.0022036,0
0.328,0.0043578,0.01,0.43664,-0.0024585,0
0.328,0.0042786,0.01,0.4551,-0.0027078,0
0.328,0.0041963,0.01,0.47385,-0.0030135,0
0.328,0.0041106,0.01,0.49279,-0.0032422,0
0.328,0.0040216,0.01,0.51193,-0.003487,0
0.328,0.0039289,0.01,0.53125,-0.0037689,0
0.328,0.0038326,0.01,0.5507,-0.0039691,0
0.328,0.0037324,0.01,0.57026,-0.0041822,0
0.328,0.0036282,0.01,0.58992,-0.0044143,0
0.328,0.0035199,0.01,0.60959,-0.0045863,0
0.328,0.0034072,0.01,0.62926,-0.0047444,0
0.328,0.00329,0.01,0.6489,-0.0049019,0
0.328,0.0031681,0.01,0.66843,-0.0050223,0
0.328,0.0030413,0.01,0.68777,-0.0051082,0
0.328,0.0029095,0.01,0.70689,-0.0051756,0
0.328,0.0027723,0.01,0.72574,-0.0052059,0
0.328,0.0026298,0.01,0.7442,-0.0051878,0
0.328,0.0024815,0.01,0.76217,-0.0051478,0
0.328,0.0023272,0.01,0.7796,-0.0050746,0
0.328,0.0021668,0.01,0.79658,-0.0049229,0
0.329,0.0049465,0.01,0.15425,-0.0019674,0
0.329,0.0048909,0.01,0.26097,-0.0027492,0
0.329,0.004833,0.01,0.30368,-0.00077304,0
0.329,0.0047729,0.01,0.32089,7.5423e-05,0
0.329,0.0047103,0.01,0.34171,-0.0010561,0
0.329,0.0046452,0.01,0.36166,-0.0014997,0
0.329,0.0045775,0.01,0.37878,-0.0015457,0
0.329,0.0045071,0.01,0.39639,-0.0018081,0
0.329,0.0044339,0.01,0.41472,-0.0021476,0
0.329,0.0043578,0.01,0.43315,-0.0023972,0
0.329,0.0042786,0.01,0.45181,-0.0026417,0
0.329,0.0041963,0.01,0.47077,-0.0029424,0
0.329,0.0041106,0.01,0.48992,-0.0031665,0
0.329,0.0040216,0.01,0.50928,-0.0034065,0
0.329,0.0039289,0.01,0.52882,-0.0036832,0
0.329,0.0038326,0.01,0.5485,-0.0038787,0
0.329,0.0037324,0.01,0.5683,-0.0040871,0
0.329,0.0036282,0.01,0.58819,-0.0043143,0
0.329,0.0035199,0.01,0.60811,-0.0044818,0
0.329,0.0034072,0.01,0.62803,-0.0046355,0
0.329,0.00329,0.01,0.64791,-0.0047889,0
0.329,0.0031681,0.01,0.6677,-0.0049057,0
0.329,0.0030413,0.01,0.68729,-0.0049884,0
0.329,0.0029095,0.01,0.70667,-0.0050532,0
0.329,0.0027723,0.01,0.72578,-0.0050817,0
0.329,0.0026298,0.01,0.7445,-0.0050625,0
0.329,0.0024815,0.01,0.76273,-0.005022,0
0.329,0.0023272,0.01,0.78041,-0.0049496,0
0.329,0.0021668,0.01,0.79764,-0.0048001,0
0.33,0.0049465,0.01,0.15173,-0.0020235,0
0.33,0.0048909,0.01,0.25681,-0.0027963,0
0.33,0.004833,0.01,0.29916,-0.00075978,0
0.33,0.0047729,0.01,0.31653,0.00012244,0
0.33,0.0047103,0.01,0.33743,-0.0010247,0
0.33,0.0046452,0.01,0.35749,-0.0014675,0
0.33,0.0045775,0.01,0.3748,-0.0015015,0
0.33,0.0045071,0.01,0.39258,-0.0017597,0
0.33,0.0044339,0.01,0.4111,-0.0020958,0
0.33,0.0043578,0.01,0.42972,-0.0023405,0
0.33,0.0042786,0.01,0.44858,-0.0025809,0
0.33,0.0041963,0.01,0.46774,-0.0028774,0
0.33,0.0041106,0.01,0.48711,-0.0030977,0
0.33,0.0040216,0.01,0.50668,-0.0033338,0
0.33,0.0039289,0.01,0.52644,-0.0036064,0
0.33,0.0038326,0.01,0.54634,-0.0037983,0
0.33,0.0037324,0.01,0.56637,-0.0040029,0
0.33,0.0036282,0.01,0.5865,-0.0042263,0
0.33,0.0035199,0.01,0.60666,-0.0043904,0
0.33,0.0034072,0.01,0.62682,-0.0045407,0
0.33,0.00329,0.01,0.64695,-0.0046908,0
0.33,0.0031681,0.01,0.66699,-0.0048047,0
0.33,0.0030413,0.01,0.68683,-0.0048845,0
0.33,0.0029095,0.01,0.70647,-0.004947,0
0.33,0.0027723,0.01,0.72583,-0.004974,0
0.33,0.0026298,0.01,0.7448,-0.0049538,0
0.33,0.0024815,0.01,0.76328,-0.0049124,0
0.33,0.0023272,0.01,0.78122,-0.0048399,0
0.33,0.0021668,0.01,0.79869,-0.0046923,0
0.331,0.0049465,0.01,0.14922,-0.0020784,0
0.331,0.0048909,0.01,0.25267,-0.002845,0
0.331,0.004833,0.01,0.2947,-0.000766,0
0.331,0.0047729,0.01,0.31225,0.0001406,0
0.331,0.0047103,0.01,0.33322,-0.0010179,0
0.331,0.0046452,0.01,0.35339,-0.00146,0
0.331,0.0045775,0.01,0.37087,-0.0014846,0
0.331,0.0045071,0.01,0.38884,-0.0017388,0
0.331,0.0044339,0.01,0.40754,-0.0020711,0
0.331,0.0043578,0.01,0.42634,-0.0023109,0
0.331,0.0042786,0.01,0.4454,-0.0025467,0
0.331,0.0041963,0.01,0.46476,-0.0028384,0
0.331,0.0041106,0.01,0.48433,-0.0030543,0
0.331,0.0040216,0.01,0.50411,-0.0032858,0
0.331,0.0039289,0.01,0.5241,-0.0035534,0
0.331,0.0038326,0.01,0.54423,-0.0037411,0
0.331,0.0037324,0.01,0.56448,-0.0039412,0
0.331,0.0036282,0.01,0.58484,-0.00416,0
0.331,0.0035199,0.01,0.60524,-0.0043199,0
0.331,0.0034072,0.01,0.62564,-0.0044661,0
0.331,0.00329,0.01,0.64602,-0.0046122,0
0.331,0.0031681,0.01,0.6663,-0.0047227,0
0.331,0.0030413,0.01,0.68639,-0.004799,0
0.331,0.0029095,0.01,0.70627,-0.0048583,0
0.331,0.0027723,0.01,0.72589,-0.0048829,0
0.331,0.0026298,0.01,0.74511,-0.0048612,0
0.331,0.0024815,0.01,0.76384,-0.0048187,0
0.331,0.0023272,0.01,0.78202,-0.0047455,0
0.331,0.0021668,0.01,0.79973,-0.0045986,0
0.332,0.0049465,0.01,0.14667,-0.0021201,0
0.332,0.0048909,0.01,0.24854,-0.0028877,0
0.332,0.004833,0.01,0.29027,-0.00077698,0
0.332,0.0047729,0.01,0.30801,0.00014825,0
0.332,0.0047103,0.01,0.32908,-0.0010196,0
0.332,0.0046452,0.01,0.34935,-0.0014621,0
0.332,0.0045775,0.01,0.36701,-0.0014797,0
0.332,0.0045071,0.01,0.38516,-0.0017309,0
0.332,0.0044339,0.01,0.40403,-0.0020599,0
0.332,0.0043578,0.01,0.42302,-0.0022954,0
0.332,0.0042786,0.01,0.44227,-0.0025271,0
0.332,0.0041963,0.01,0.46183,-0.002814,0
0.332,0.0041106,0.01,0.48161,-0.0030256,0
0.332,0.0040216,0.01,0.5016,-0.0032525,0
0.332,0.0039289,0.01,0.5218,-0.003515,0
0.332,0.0038326,0.01,0.54215,-0.0036982,0
0.332,0.0037324,0.01,0.56263,-0.0038937,0
0.332,0.0036282,0.01,0.58322,-0.0041075,0
0.332,0.0035199,0.01,0.60386,-0.004263,0
0.332,0.0034072,0.01,0.6245,-0.0044047,0
0.332,0.00329,0.01,0.64511,-0.0045465,0
0.332,0.0031681,0.01,0.66563,-0.0046532,0
0.332,0.0030413,0.01,0.68597,-0.0047259,0
0.332,0.0029095,0.01,0.7061,-0.0047819,0
0.332,0.0027723,0.01,0.72596,-0.004804,0
0.332,0.0026298,0.01,0.74542,-0.0047802,0
0.332,0.0024815,0.01,0.7644,-0.0047361,0
0.332,0.0023272,0.01,0.78281,-0.0046624,0
0.332,0.0021668,0.01,0.80076,-0.0045158,0
0.333,0.0049465,0.01,0.14404,-0.0021457,0
0.333,0.0048909,0.01,0.2444,-0.0029357,0
0.333,0.004833,0.01,0.28585,-0.00078851,0
0.333,0.0047729,0.01,0.30377,0.00015956,0
0.333,0.0047103,0.01,0.32494,-0.0010205,0
0.333,0.0046452,0.01,0.34534,-0.001465,0
0.333,0.0045775,0.01,0.36319,-0.0014754,0
0.333,0.0045071,0.01,0.38152,-0.0017239,0
0.333,0.0044339,0.01,0.40057,-0.0020501,0
0.333,0.0043578,0.01,0.41975,-0.0022815,0
0.333,0.0042786,0.01,0.4392,-0.002509,0
0.333,0.0041963,0.01,0.45896,-0.0027911,0
0.333,0.0041106,0.01,0.47894,-0.0029984,0
0.333,0.0040216,0.01,0.49915,-0.0032205,0
0.333,0.0039289,0.01,0.51956,-0.0034778,0
0.333,0.0038326,0.01,0.54013,-0.0036564,0
0.333,0.0037324,0.01,0.56084,-0.0038472,0
0.333,0.0036282,0.01,0.58165,-0.0040561,0
0.333,0.0035199,0.01,0.60252,-0.0042072,0
0.333,0.0034072,0.01,0.62339,-0.0043448,0
0.333,0.00329,0.01,0.64424,-0.0044825,0
0.333,0.0031681,0.01,0.665,-0.0045855,0
0.333,0.0030413,0.01,0.68558,-0.0046549,0
0.333,0.0029095,0.01,0.70595,-0.0047081,0
0.333,0.0027723,0.01,0.72605,-0.0047283,0
0.333,0.0026298,0.01,0.74575,-0.004703,0
0.333,0.0024815,0.01,0.76496,-0.0046573,0
0.333,0.0023272,0.01,0.78361,-0.0045832,0
0.333,0.0021668,0.01,0.80178,-0.004438,0
0.334,0.0049465,0.01,0.14139,-0.0021697,0
0.334,0.0048909,0.01,0.24027,-0.0029897,0
0.334,0.004833,0.01,0.28144,-0.00079196,0
0.334,0.0047729,0.01,0.29954,0.00018781,0
0.334,0.0047103,0.01,0.32082,-0.0010091,0
0.334,0.0046452,0.01,0.34135,-0.0014566,0
0.334,0.0045775,0.01,0.35939,-0.0014586,0
0.334,0.0045071,0.01,0.37791,-0.001705,0
0.334,0.0044339,0.01,0.39715,-0.0020295,0
0.334,0.0043578,0.01,0.41653,-0.0022576,0
0.334,0.0042786,0.01,0.43617,-0.0024821,0
0.334,0.0041963,0.01,0.45614,-0.0027608,0
0.334,0.0041106,0.01,0.47633,-0.0029648,0
0.334,0.0040216,0.01,0.49674,-0.0031835,0
0.334,0.0039289,0.01,0.51737,-0.0034368,0
0.334,0.0038326,0.01,0.53815,-0.003612,0
0.334,0.0037324,0.01,0.55908,-0.003799,0
0.334,0.0036282,0.01,0.58012,-0.0040041,0
0.334,0.0035199,0.01,0.60122,-0.0041517,0
0.334,0.0034072,0.01,0.62232,-0.0042857,0
0.334,0.00329,0.01,0.6434,-0.0044201,0
0.334,0.0031681,0.01,0.6644,-0.0045202,0
0.334,0.0030413,0.01,0.68521,-0.0045866,0
0.334,0.0029095,0.01,0.70582,-0.0046373,0
0.334,0.0027723,0.01,0.72615,-0.0046556,0
0.334,0.0026298,0.01,0.74609,-0.0046293,0
0.334,0.0024815,0.01,0.76553,-0.0045825,0
0.334,0.0023272,0.01,0.78441,-0.0045074,0
0.334,0.0021668,0.01,0.8028,-0.0043635,0
0.335,0.0049465,0.01,0.13886,-0.0022239,0
0.335,0.0048909,0.01,0.23617,-0.003049,0
0.335,0.004833,0.01,0.27706,-0.00079454,0
0.335,0.0047729,0.01,0.29535,0.00021714,0
0.335,0.0047103,0.01,0.31674,-0.00099874,0
0.335,0.0046452,0.01,0.33741,-0.0014499,0
0.335,0.0045775,0.01,0.35563,-0.0014438,0
0.335,0.0045071,0.01,0.37435,-0.0016888,0
0.335,0.0044339,0.01,0.39377,-0.0020124,0
0.335,0.0043578,0.01,0.41334,-0.0022379,0
0.335,0.0042786,0.01,0.43318,-0.00246,0
0.335,0.0041963,0.01,0.45335,-0.002736,0
0.335,0.0041106,0.01,0.47374,-0.0029375,0
0.335,0.0040216,0.01,0.49437,-0.0031533,0
0.335,0.0039289,0.01,0.51521,-0.0034034,0
0.335,0.0038326,0.01,0.53621,-0.0035757,0
0.335,0.0037324,0.01,0.55736,-0.0037596,0
0.335,0.0036282,0.01,0.57862,-0.0039613,0
0.335,0.0035199,0.01,0.59994,-0.0041059,0
0.335,0.0034072,0.01,0.62127,-0.0042367,0
0.335,0.00329,0.01,0.64259,-0.0043681,0
0.335,0.0031681,0.01,0.66381,-0.0044655,0
0.335,0.0030413,0.01,0.68486,-0.0045293,0
0.335,0.0029095,0.01,0.7057,-0.0045775,0
0.335,0.0027723,0.01,0.72626,-0.0045938,0
0.335,0.0026298,0.01,0.74643,-0.004566,0
0.335,0.0024815,0.01,0.7661,-0.0045184,0
0.335,0.0023272,0.01,0.78521,-0.0044424,0
0.335,0.0021668,0.01,0.80381,-0.0042989,0
0.336,0.0049465,0.01,0.13643,-0.0022781,0
